filename,image_id,annotation_id,label,category,center_x,center_y,at_edge,original_image,bbox_width,bbox_height
004_000057_hard_negative.png,4,57,0,hard_negative,953,2385,False,004.tiff,50.0,50.0
004_000058_hard_negative.png,4,58,0,hard_negative,1549,2420,False,004.tiff,50.0,50.0
004_000059_hard_negative.png,4,59,0,hard_negative,2190,2576,False,004.tiff,50.0,50.0
004_000060_mitosis.png,4,60,1,mitosis,4272,2852,False,004.tiff,50.0,50.0
004_000061_hard_negative.png,4,61,0,hard_negative,2173,3656,False,004.tiff,50.0,50.0
004_000062_hard_negative.png,4,62,0,hard_negative,2707,3771,False,004.tiff,50.0,50.0
004_000063_hard_negative.png,4,63,0,hard_negative,4766,3714,False,004.tiff,50.0,50.0
004_000064_hard_negative.png,4,64,0,hard_negative,2141,2069,False,004.tiff,50.0,50.0
005_000065_mitosis.png,5,65,1,mitosis,1500,3000,False,005.tiff,50.0,50.0
005_000066_mitosis.png,5,66,1,mitosis,6473,2402,False,005.tiff,50.0,50.0
005_000067_hard_negative.png,5,67,0,hard_negative,2968,3282,False,005.tiff,50.0,50.0
005_000068_mitosis.png,5,68,1,mitosis,4620,3531,False,005.tiff,50.0,50.0
005_000069_hard_negative.png,5,69,0,hard_negative,4015,5000,False,005.tiff,50.0,50.0
006_000070_hard_negative.png,6,70,0,hard_negative,1656,410,False,006.tiff,50.0,50.0
006_000071_hard_negative.png,6,71,0,hard_negative,1909,741,False,006.tiff,50.0,50.0
006_000072_hard_negative.png,6,72,0,hard_negative,805,254,False,006.tiff,50.0,50.0
006_000073_hard_negative.png,6,73,0,hard_negative,629,239,False,006.tiff,50.0,50.0
006_000074_hard_negative.png,6,74,0,hard_negative,501,623,False,006.tiff,50.0,50.0
006_000075_hard_negative.png,6,75,0,hard_negative,35,391,True,006.tiff,50.0,50.0
006_000076_hard_negative.png,6,76,0,hard_negative,55,152,True,006.tiff,50.0,50.0
006_000077_hard_negative.png,6,77,0,hard_negative,3791,160,False,006.tiff,50.0,50.0
006_000078_hard_negative.png,6,78,0,hard_negative,3653,784,False,006.tiff,50.0,50.0
006_000079_hard_negative.png,6,79,0,hard_negative,137,1064,False,006.tiff,50.0,50.0
006_000080_mitosis.png,6,80,1,mitosis,704,1570,False,006.tiff,50.0,50.0
006_000081_hard_negative.png,6,81,0,hard_negative,2952,1041,False,006.tiff,50.0,50.0
006_000082_hard_negative.png,6,82,0,hard_negative,2272,999,False,006.tiff,50.0,50.0
006_000083_hard_negative.png,6,83,0,hard_negative,2149,1410,False,006.tiff,50.0,50.0
006_000084_mitosis.png,6,84,1,mitosis,745,1685,False,006.tiff,50.0,50.0
006_000085_hard_negative.png,6,85,0,hard_negative,2713,1664,False,006.tiff,50.0,50.0
006_000086_hard_negative.png,6,86,0,hard_negative,1991,2284,False,006.tiff,50.0,50.0
006_000087_hard_negative.png,6,87,0,hard_negative,6819,2225,False,006.tiff,50.0,50.0
006_000088_hard_negative.png,6,88,0,hard_negative,203,2563,False,006.tiff,50.0,50.0
006_000089_hard_negative.png,6,89,0,hard_negative,2754,3644,False,006.tiff,50.0,50.0
006_000090_mitosis.png,6,90,1,mitosis,3198,3762,False,006.tiff,50.0,50.0
006_000091_mitosis.png,6,91,1,mitosis,4318,3192,False,006.tiff,50.0,50.0
006_000092_mitosis.png,6,92,1,mitosis,4439,3271,False,006.tiff,50.0,50.0
006_000093_hard_negative.png,6,93,0,hard_negative,5620,3714,False,006.tiff,50.0,50.0
006_000094_mitosis.png,6,94,1,mitosis,3948,4629,False,006.tiff,50.0,50.0
006_000095_hard_negative.png,6,95,0,hard_negative,3417,4341,False,006.tiff,50.0,50.0
006_000096_hard_negative.png,6,96,0,hard_negative,6512,4647,False,006.tiff,50.0,50.0
006_000097_hard_negative.png,6,97,0,hard_negative,897,1361,False,006.tiff,50.0,50.0
006_000098_hard_negative.png,6,98,0,hard_negative,6937,294,False,006.tiff,50.0,50.0
006_000099_hard_negative.png,6,99,0,hard_negative,4702,1393,False,006.tiff,50.0,50.0
006_000100_hard_negative.png,6,100,0,hard_negative,3598,1665,False,006.tiff,50.0,50.0
006_000101_hard_negative.png,6,101,0,hard_negative,3549,1878,False,006.tiff,50.0,50.0
006_000102_hard_negative.png,6,102,0,hard_negative,4843,4154,False,006.tiff,50.0,50.0
006_000103_hard_negative.png,6,103,0,hard_negative,1322,2798,False,006.tiff,50.0,50.0
006_000104_hard_negative.png,6,104,0,hard_negative,6094,96,True,006.tiff,50.0,50.0
006_000105_hard_negative.png,6,105,0,hard_negative,1418,3739,False,006.tiff,50.0,50.0
007_000106_mitosis.png,7,106,1,mitosis,2623,730,False,007.tiff,50.0,50.0
007_000107_mitosis.png,7,107,1,mitosis,1819,653,False,007.tiff,50.0,50.0
007_000108_mitosis.png,7,108,1,mitosis,1108,777,False,007.tiff,50.0,50.0
007_000109_hard_negative.png,7,109,0,hard_negative,275,145,False,007.tiff,50.0,50.0
007_000110_hard_negative.png,7,110,0,hard_negative,149,786,False,007.tiff,50.0,50.0
007_000111_mitosis.png,7,111,1,mitosis,2919,349,False,007.tiff,50.0,50.0
007_000112_mitosis.png,7,112,1,mitosis,3589,278,False,007.tiff,50.0,50.0
007_000113_mitosis.png,7,113,1,mitosis,4230,250,False,007.tiff,50.0,50.0
007_000114_mitosis.png,7,114,1,mitosis,6968,448,False,007.tiff,50.0,50.0
007_000115_hard_negative.png,7,115,0,hard_negative,941,956,False,007.tiff,50.0,50.0
007_000116_mitosis.png,7,116,1,mitosis,3760,1080,False,007.tiff,50.0,50.0
007_000117_hard_negative.png,7,117,0,hard_negative,5244,947,False,007.tiff,50.0,50.0
007_000118_mitosis.png,7,118,1,mitosis,6248,821,False,007.tiff,50.0,50.0
007_000119_hard_negative.png,7,119,0,hard_negative,1178,2064,False,007.tiff,50.0,50.0
007_000120_mitosis.png,7,120,1,mitosis,1510,1773,False,007.tiff,50.0,50.0
007_000121_hard_negative.png,7,121,0,hard_negative,2281,2142,False,007.tiff,50.0,50.0
007_000122_hard_negative.png,7,122,0,hard_negative,3031,1823,False,007.tiff,50.0,50.0
007_000123_hard_negative.png,7,123,0,hard_negative,3673,1980,False,007.tiff,50.0,50.0
007_000124_mitosis.png,7,124,1,mitosis,2088,2485,False,007.tiff,50.0,50.0
007_000125_mitosis.png,7,125,1,mitosis,3405,2563,False,007.tiff,50.0,50.0
007_000126_hard_negative.png,7,126,0,hard_negative,3813,2590,False,007.tiff,50.0,50.0
007_000127_mitosis.png,7,127,1,mitosis,961,3375,False,007.tiff,50.0,50.0
007_000128_hard_negative.png,7,128,0,hard_negative,54,3660,True,007.tiff,50.0,50.0
007_000129_hard_negative.png,7,129,0,hard_negative,1128,3907,False,007.tiff,50.0,50.0
007_000130_mitosis.png,7,130,1,mitosis,5593,3198,False,007.tiff,50.0,50.0
007_000131_mitosis.png,7,131,1,mitosis,6993,3553,False,007.tiff,50.0,50.0
007_000132_hard_negative.png,7,132,0,hard_negative,6301,3796,False,007.tiff,50.0,50.0
007_000133_mitosis.png,7,133,1,mitosis,6089,3758,False,007.tiff,50.0,50.0
007_000134_mitosis.png,7,134,1,mitosis,6898,3323,False,007.tiff,50.0,50.0
007_000135_mitosis.png,7,135,1,mitosis,2046,3969,False,007.tiff,50.0,50.0
007_000136_hard_negative.png,7,136,0,hard_negative,2057,4431,False,007.tiff,50.0,50.0
007_000137_hard_negative.png,7,137,0,hard_negative,3010,4459,False,007.tiff,50.0,50.0
007_000138_hard_negative.png,7,138,0,hard_negative,4078,4330,False,007.tiff,50.0,50.0
007_000139_mitosis.png,7,139,1,mitosis,2824,5019,False,007.tiff,50.0,50.0
007_000140_mitosis.png,7,140,1,mitosis,3612,5179,False,007.tiff,50.0,50.0
007_000141_mitosis.png,7,141,1,mitosis,4001,5127,False,007.tiff,50.0,50.0
007_000142_hard_negative.png,7,142,0,hard_negative,4398,5021,False,007.tiff,50.0,50.0
007_000143_hard_negative.png,7,143,0,hard_negative,6681,2815,False,007.tiff,50.0,50.0
007_000144_mitosis.png,7,144,1,mitosis,6922,2004,False,007.tiff,50.0,50.0
007_000145_hard_negative.png,7,145,0,hard_negative,6607,4882,False,007.tiff,50.0,50.0
008_000146_hard_negative.png,8,146,0,hard_negative,4412,610,False,008.tiff,50.0,50.0
008_000147_mitosis.png,8,147,1,mitosis,3939,1214,False,008.tiff,50.0,50.0
008_000148_hard_negative.png,8,148,0,hard_negative,931,1847,False,008.tiff,50.0,50.0
008_000149_hard_negative.png,8,149,0,hard_negative,4106,2183,False,008.tiff,50.0,50.0
008_000150_hard_negative.png,8,150,0,hard_negative,2283,2757,False,008.tiff,50.0,50.0
008_000151_hard_negative.png,8,151,0,hard_negative,1661,3539,False,008.tiff,50.0,50.0
008_000152_hard_negative.png,8,152,0,hard_negative,2325,3359,False,008.tiff,50.0,50.0
008_000153_hard_negative.png,8,153,0,hard_negative,2147,4055,False,008.tiff,50.0,50.0
008_000154_mitosis.png,8,154,1,mitosis,4680,4271,False,008.tiff,50.0,50.0
008_000155_mitosis.png,8,155,1,mitosis,405,5104,False,008.tiff,50.0,50.0
008_000156_mitosis.png,8,156,1,mitosis,6291,5365,True,008.tiff,50.0,50.0
008_000157_hard_negative.png,8,157,0,hard_negative,3148,239,False,008.tiff,50.0,50.0
008_000158_hard_negative.png,8,158,0,hard_negative,2928,3076,False,008.tiff,50.0,50.0
008_000159_hard_negative.png,8,159,0,hard_negative,1019,5098,False,008.tiff,50.0,50.0
008_000160_hard_negative.png,8,160,0,hard_negative,3429,4016,False,008.tiff,50.0,50.0
008_000161_hard_negative.png,8,161,0,hard_negative,3872,4997,False,008.tiff,50.0,50.0
008_000162_mitosis.png,8,162,1,mitosis,887,1529,False,008.tiff,50.0,50.0
008_000163_hard_negative.png,8,163,0,hard_negative,788,1011,False,008.tiff,50.0,50.0
008_000164_hard_negative.png,8,164,0,hard_negative,3849,17,True,008.tiff,50.0,50.0
008_000165_mitosis.png,8,165,1,mitosis,6420,4532,False,008.tiff,50.0,50.0
008_000166_hard_negative.png,8,166,0,hard_negative,245,4977,False,008.tiff,50.0,50.0
009_000167_hard_negative.png,9,167,0,hard_negative,2830,1044,False,009.tiff,50.0,50.0
009_000168_mitosis.png,9,168,1,mitosis,2391,1964,False,009.tiff,50.0,50.0
009_000169_mitosis.png,9,169,1,mitosis,2300,1597,False,009.tiff,50.0,50.0
009_000170_hard_negative.png,9,170,0,hard_negative,2006,2533,False,009.tiff,50.0,50.0
009_000171_mitosis.png,9,171,1,mitosis,4278,3203,False,009.tiff,50.0,50.0
009_000172_mitosis.png,9,172,1,mitosis,5294,3297,False,009.tiff,50.0,50.0
009_000173_hard_negative.png,9,173,0,hard_negative,926,3947,False,009.tiff,50.0,50.0
009_000174_hard_negative.png,9,174,0,hard_negative,1229,4197,False,009.tiff,50.0,50.0
009_000175_hard_negative.png,9,175,0,hard_negative,552,3144,False,009.tiff,50.0,50.0
009_000176_hard_negative.png,9,176,0,hard_negative,5085,3765,False,009.tiff,50.0,50.0
009_000177_hard_negative.png,9,177,0,hard_negative,90,3700,True,009.tiff,50.0,50.0
009_000178_hard_negative.png,9,178,0,hard_negative,1619,3060,False,009.tiff,50.0,50.0
009_000179_hard_negative.png,9,179,0,hard_negative,6319,3449,False,009.tiff,50.0,50.0
009_000180_hard_negative.png,9,180,0,hard_negative,1400,3327,False,009.tiff,50.0,50.0
009_000181_hard_negative.png,9,181,0,hard_negative,697,4171,False,009.tiff,50.0,50.0
009_000182_hard_negative.png,9,182,0,hard_negative,1624,1732,False,009.tiff,50.0,50.0
009_000183_hard_negative.png,9,183,0,hard_negative,6716,2774,False,009.tiff,50.0,50.0
009_000184_hard_negative.png,9,184,0,hard_negative,1861,3234,False,009.tiff,50.0,50.0
009_000185_hard_negative.png,9,185,0,hard_negative,4582,1298,False,009.tiff,50.0,50.0
009_000186_hard_negative.png,9,186,0,hard_negative,1705,4525,False,009.tiff,50.0,50.0
009_000187_hard_negative.png,9,187,0,hard_negative,5634,2291,False,009.tiff,50.0,50.0
009_000188_hard_negative.png,9,188,0,hard_negative,858,1501,False,009.tiff,50.0,50.0
009_000189_hard_negative.png,9,189,0,hard_negative,5078,2702,False,009.tiff,50.0,50.0
009_000190_hard_negative.png,9,190,0,hard_negative,956,944,False,009.tiff,50.0,50.0
009_000191_hard_negative.png,9,191,0,hard_negative,2147,3069,False,009.tiff,50.0,50.0
009_000192_hard_negative.png,9,192,0,hard_negative,2797,774,False,009.tiff,50.0,50.0
011_000223_mitosis.png,11,223,1,mitosis,4033,253,False,011.tiff,50.0,50.0
011_000224_mitosis.png,11,224,1,mitosis,4039,1992,False,011.tiff,50.0,50.0
011_000225_mitosis.png,11,225,1,mitosis,5645,3290,False,011.tiff,50.0,50.0
013_000240_mitosis.png,13,240,1,mitosis,2537,154,False,013.tiff,50.0,50.0
013_000241_mitosis.png,13,241,1,mitosis,6033,722,False,013.tiff,50.0,50.0
013_000242_mitosis.png,13,242,1,mitosis,2123,1570,False,013.tiff,50.0,50.0
013_000243_mitosis.png,13,243,1,mitosis,1848,1605,False,013.tiff,50.0,50.0
013_000244_hard_negative.png,13,244,0,hard_negative,231,1865,False,013.tiff,50.0,50.0
013_000245_mitosis.png,13,245,1,mitosis,199,2148,False,013.tiff,50.0,50.0
013_000246_mitosis.png,13,246,1,mitosis,5243,1969,False,013.tiff,50.0,50.0
013_000247_mitosis.png,13,247,1,mitosis,5324,2234,False,013.tiff,50.0,50.0
013_000248_mitosis.png,13,248,1,mitosis,1295,2959,False,013.tiff,50.0,50.0
013_000249_mitosis.png,13,249,1,mitosis,1710,2861,False,013.tiff,50.0,50.0
013_000250_mitosis.png,13,250,1,mitosis,4626,2659,False,013.tiff,50.0,50.0
013_000251_hard_negative.png,13,251,0,hard_negative,5221,2569,False,013.tiff,50.0,50.0
013_000252_hard_negative.png,13,252,0,hard_negative,2019,3859,False,013.tiff,50.0,50.0
013_000253_mitosis.png,13,253,1,mitosis,4928,3395,False,013.tiff,50.0,50.0
013_000254_mitosis.png,13,254,1,mitosis,6821,3779,False,013.tiff,50.0,50.0
013_000255_hard_negative.png,13,255,0,hard_negative,455,4108,False,013.tiff,50.0,50.0
013_000256_hard_negative.png,13,256,0,hard_negative,2006,4126,False,013.tiff,50.0,50.0
013_000257_hard_negative.png,13,257,0,hard_negative,2434,4216,False,013.tiff,50.0,50.0
013_000258_mitosis.png,13,258,1,mitosis,3064,3994,False,013.tiff,50.0,50.0
013_000259_mitosis.png,13,259,1,mitosis,5011,4565,False,013.tiff,50.0,50.0
013_000260_mitosis.png,13,260,1,mitosis,5267,3963,False,013.tiff,50.0,50.0
013_000261_hard_negative.png,13,261,0,hard_negative,336,4747,False,013.tiff,50.0,50.0
013_000262_mitosis.png,13,262,1,mitosis,3656,5377,True,013.tiff,50.0,50.0
013_000263_mitosis.png,13,263,1,mitosis,3727,5362,True,013.tiff,50.0,50.0
013_000264_hard_negative.png,13,264,0,hard_negative,3069,4944,False,013.tiff,50.0,50.0
013_000265_hard_negative.png,13,265,0,hard_negative,4956,4987,False,013.tiff,50.0,50.0
013_000266_hard_negative.png,13,266,0,hard_negative,5574,5238,False,013.tiff,50.0,50.0
013_000267_hard_negative.png,13,267,0,hard_negative,6195,5155,False,013.tiff,50.0,50.0
013_000268_mitosis.png,13,268,1,mitosis,3118,1384,False,013.tiff,50.0,50.0
013_000269_hard_negative.png,13,269,0,hard_negative,161,662,False,013.tiff,50.0,50.0
013_000270_hard_negative.png,13,270,0,hard_negative,6369,2361,False,013.tiff,50.0,50.0
013_000271_hard_negative.png,13,271,0,hard_negative,3242,4158,False,013.tiff,50.0,50.0
013_000272_hard_negative.png,13,272,0,hard_negative,3052,3021,False,013.tiff,50.0,50.0
014_000273_hard_negative.png,14,273,0,hard_negative,1873,75,True,014.tiff,50.0,50.0
014_000274_hard_negative.png,14,274,0,hard_negative,1100,744,False,014.tiff,50.0,50.0
014_000275_hard_negative.png,14,275,0,hard_negative,3120,778,False,014.tiff,50.0,50.0
014_000276_mitosis.png,14,276,1,mitosis,3450,372,False,014.tiff,50.0,50.0
014_000277_hard_negative.png,14,277,0,hard_negative,6956,323,False,014.tiff,50.0,50.0
014_000278_mitosis.png,14,278,1,mitosis,1839,1366,False,014.tiff,50.0,50.0
014_000279_mitosis.png,14,279,1,mitosis,3732,1355,False,014.tiff,50.0,50.0
014_000280_hard_negative.png,14,280,0,hard_negative,2871,1972,False,014.tiff,50.0,50.0
014_000281_mitosis.png,14,281,1,mitosis,5064,3264,False,014.tiff,50.0,50.0
014_000282_mitosis.png,14,282,1,mitosis,6764,3655,False,014.tiff,50.0,50.0
014_000283_hard_negative.png,14,283,0,hard_negative,928,4105,False,014.tiff,50.0,50.0
014_000284_hard_negative.png,14,284,0,hard_negative,4079,4419,False,014.tiff,50.0,50.0
014_000285_mitosis.png,14,285,1,mitosis,1681,1763,False,014.tiff,50.0,50.0
014_000286_hard_negative.png,14,286,0,hard_negative,2315,2154,False,014.tiff,50.0,50.0
014_000287_hard_negative.png,14,287,0,hard_negative,2148,1707,False,014.tiff,50.0,50.0
014_000288_mitosis.png,14,288,1,mitosis,404,682,False,014.tiff,50.0,50.0
014_000289_hard_negative.png,14,289,0,hard_negative,4457,1420,False,014.tiff,50.0,50.0
014_000290_hard_negative.png,14,290,0,hard_negative,2058,1073,False,014.tiff,50.0,50.0
014_000291_hard_negative.png,14,291,0,hard_negative,5551,4321,False,014.tiff,50.0,50.0
014_000292_hard_negative.png,14,292,0,hard_negative,3966,2876,False,014.tiff,50.0,50.0
014_000293_hard_negative.png,14,293,0,hard_negative,5552,1936,False,014.tiff,50.0,50.0
014_000294_mitosis.png,14,294,1,mitosis,1259,1166,False,014.tiff,50.0,50.0
014_000295_hard_negative.png,14,295,0,hard_negative,5557,2860,False,014.tiff,50.0,50.0
014_000296_hard_negative.png,14,296,0,hard_negative,6478,4353,False,014.tiff,50.0,50.0
014_000297_hard_negative.png,14,297,0,hard_negative,6032,1878,False,014.tiff,50.0,50.0
015_000298_hard_negative.png,15,298,0,hard_negative,4316,700,False,015.tiff,50.0,50.0
015_000299_hard_negative.png,15,299,0,hard_negative,5763,835,False,015.tiff,50.0,50.0
015_000300_hard_negative.png,15,300,0,hard_negative,3779,2334,False,015.tiff,50.0,50.0
015_000301_mitosis.png,15,301,1,mitosis,4093,2267,False,015.tiff,50.0,50.0
015_000302_hard_negative.png,15,302,0,hard_negative,3739,3050,False,015.tiff,50.0,50.0
015_000303_mitosis.png,15,303,1,mitosis,4974,3061,False,015.tiff,50.0,50.0
015_000304_hard_negative.png,15,304,0,hard_negative,1037,4534,False,015.tiff,50.0,50.0
015_000305_mitosis.png,15,305,1,mitosis,3114,4502,False,015.tiff,50.0,50.0
015_000306_hard_negative.png,15,306,0,hard_negative,3761,4992,False,015.tiff,50.0,50.0
015_000307_hard_negative.png,15,307,0,hard_negative,4942,4622,False,015.tiff,50.0,50.0
015_000308_hard_negative.png,15,308,0,hard_negative,4615,5088,False,015.tiff,50.0,50.0
015_000309_hard_negative.png,15,309,0,hard_negative,2448,4721,False,015.tiff,50.0,50.0
017_000342_hard_negative.png,17,342,0,hard_negative,1762,1536,False,017.tiff,50.0,50.0
017_000343_mitosis.png,17,343,1,mitosis,2226,2332,False,017.tiff,50.0,50.0
017_000344_mitosis.png,17,344,1,mitosis,4393,1901,False,017.tiff,50.0,50.0
017_000345_mitosis.png,17,345,1,mitosis,1763,3068,False,017.tiff,50.0,50.0
017_000346_hard_negative.png,17,346,0,hard_negative,990,4052,False,017.tiff,50.0,50.0
017_000347_hard_negative.png,17,347,0,hard_negative,4869,148,False,017.tiff,50.0,50.0
018_000348_hard_negative.png,18,348,0,hard_negative,777,592,False,018.tiff,50.0,50.0
018_000349_mitosis.png,18,349,1,mitosis,3831,4414,False,018.tiff,50.0,50.0
018_000350_hard_negative.png,18,350,0,hard_negative,6844,4421,False,018.tiff,50.0,50.0
018_000351_hard_negative.png,18,351,0,hard_negative,6441,4638,False,018.tiff,50.0,50.0
018_000352_mitosis.png,18,352,1,mitosis,3750,913,False,018.tiff,50.0,50.0
018_000353_mitosis.png,18,353,1,mitosis,5587,2033,False,018.tiff,50.0,50.0
018_000354_hard_negative.png,18,354,0,hard_negative,5553,397,False,018.tiff,50.0,50.0
020_000362_mitosis.png,20,362,1,mitosis,2954,729,False,020.tiff,50.0,50.0
020_000363_mitosis.png,20,363,1,mitosis,3868,456,False,020.tiff,50.0,50.0
020_000364_hard_negative.png,20,364,0,hard_negative,5072,659,False,020.tiff,50.0,50.0
020_000365_mitosis.png,20,365,1,mitosis,2668,1308,False,020.tiff,50.0,50.0
020_000366_mitosis.png,20,366,1,mitosis,2943,1011,False,020.tiff,50.0,50.0
020_000367_hard_negative.png,20,367,0,hard_negative,2859,890,False,020.tiff,50.0,50.0
020_000368_mitosis.png,20,368,1,mitosis,432,1614,False,020.tiff,50.0,50.0
020_000369_mitosis.png,20,369,1,mitosis,773,1821,False,020.tiff,50.0,50.0
020_000370_hard_negative.png,20,370,0,hard_negative,1174,2096,False,020.tiff,50.0,50.0
020_000371_mitosis.png,20,371,1,mitosis,2216,1766,False,020.tiff,50.0,50.0
020_000372_hard_negative.png,20,372,0,hard_negative,7085,1994,False,020.tiff,50.0,50.0
020_000373_mitosis.png,20,373,1,mitosis,4192,3119,False,020.tiff,50.0,50.0
020_000374_mitosis.png,20,374,1,mitosis,4454,2858,False,020.tiff,50.0,50.0
020_000375_mitosis.png,20,375,1,mitosis,2115,3560,False,020.tiff,50.0,50.0
020_000376_mitosis.png,20,376,1,mitosis,4209,3882,False,020.tiff,50.0,50.0
020_000377_hard_negative.png,20,377,0,hard_negative,3782,3514,False,020.tiff,50.0,50.0
020_000378_hard_negative.png,20,378,0,hard_negative,5584,3711,False,020.tiff,50.0,50.0
020_000379_hard_negative.png,20,379,0,hard_negative,438,4576,False,020.tiff,50.0,50.0
020_000380_hard_negative.png,20,380,0,hard_negative,3498,3985,False,020.tiff,50.0,50.0
020_000381_mitosis.png,20,381,1,mitosis,4484,4924,False,020.tiff,50.0,50.0
020_000382_hard_negative.png,20,382,0,hard_negative,5352,4810,False,020.tiff,50.0,50.0
020_000383_mitosis.png,20,383,1,mitosis,6191,5016,False,020.tiff,50.0,50.0
020_000384_mitosis.png,20,384,1,mitosis,3938,2788,False,020.tiff,50.0,50.0
020_000385_hard_negative.png,20,385,0,hard_negative,4219,3679,False,020.tiff,50.0,50.0
020_000386_hard_negative.png,20,386,0,hard_negative,3187,4871,False,020.tiff,50.0,50.0
020_000387_hard_negative.png,20,387,0,hard_negative,1997,3694,False,020.tiff,50.0,50.0
021_000388_mitosis.png,21,388,1,mitosis,2400,212,False,021.tiff,50.0,50.0
021_000389_hard_negative.png,21,389,0,hard_negative,2568,349,False,021.tiff,50.0,50.0
021_000390_hard_negative.png,21,390,0,hard_negative,2784,54,True,021.tiff,50.0,50.0
021_000391_hard_negative.png,21,391,0,hard_negative,291,98,True,021.tiff,50.0,50.0
021_000392_mitosis.png,21,392,1,mitosis,1086,407,False,021.tiff,50.0,50.0
021_000393_hard_negative.png,21,393,0,hard_negative,684,2849,False,021.tiff,50.0,50.0
021_000394_mitosis.png,21,394,1,mitosis,459,2727,False,021.tiff,50.0,50.0
021_000395_mitosis.png,21,395,1,mitosis,3283,2456,False,021.tiff,50.0,50.0
021_000396_hard_negative.png,21,396,0,hard_negative,4619,2576,False,021.tiff,50.0,50.0
021_000397_mitosis.png,21,397,1,mitosis,5100,3175,False,021.tiff,50.0,50.0
021_000398_hard_negative.png,21,398,0,hard_negative,6605,3443,False,021.tiff,50.0,50.0
021_000399_mitosis.png,21,399,1,mitosis,1591,4208,False,021.tiff,50.0,50.0
021_000400_hard_negative.png,21,400,0,hard_negative,2092,4536,False,021.tiff,50.0,50.0
021_000401_mitosis.png,21,401,1,mitosis,2493,5173,False,021.tiff,50.0,50.0
021_000402_hard_negative.png,21,402,0,hard_negative,6460,3902,False,021.tiff,50.0,50.0
022_000403_mitosis.png,22,403,1,mitosis,7068,1202,False,022.tiff,50.0,50.0
022_000404_mitosis.png,22,404,1,mitosis,908,1931,False,022.tiff,50.0,50.0
022_000405_hard_negative.png,22,405,0,hard_negative,6017,2246,False,022.tiff,50.0,50.0
022_000406_mitosis.png,22,406,1,mitosis,2310,2479,False,022.tiff,50.0,50.0
022_000407_hard_negative.png,22,407,0,hard_negative,6849,3861,False,022.tiff,50.0,50.0
022_000408_hard_negative.png,22,408,0,hard_negative,3377,3099,False,022.tiff,50.0,50.0
022_000409_hard_negative.png,22,409,0,hard_negative,4035,5002,False,022.tiff,50.0,50.0
022_000410_hard_negative.png,22,410,0,hard_negative,4562,1402,False,022.tiff,50.0,50.0
024_000432_hard_negative.png,24,432,0,hard_negative,2687,690,False,024.tiff,50.0,50.0
024_000433_mitosis.png,24,433,1,mitosis,2510,16,True,024.tiff,50.0,50.0
024_000434_hard_negative.png,24,434,0,hard_negative,2118,355,False,024.tiff,50.0,50.0
024_000435_hard_negative.png,24,435,0,hard_negative,1795,124,False,024.tiff,50.0,50.0
024_000436_mitosis.png,24,436,1,mitosis,1110,765,False,024.tiff,50.0,50.0
